subject,theta_centroid,alpha_centroid,theta_peak,alpha_peak,PCI,convergence,ratio,dataset
1,5.9196508461878725,10.106462687530705,4.21875,10.078125,0.7299208202167452,0.2388452211120313,1.7072734440138557,PhysioNet
2,6.258449822846172,10.683652022754256,7.890625,11.25,0.7314639877133904,0.2259783745069934,1.707076404727908,PhysioNet
3,5.737852083852776,10.331440847138431,4.21875,10.546875,0.0579105785388825,0.2176947157291306,1.800576364840903,PhysioNet
4,5.947182991138608,10.566047492734947,4.0625,10.703125,0.2232772802261793,0.2165034284193413,1.7766474494695248,PhysioNet
5,5.861334874566446,10.180087043232444,4.140625,8.4375,0.5066448489872498,0.2315483641907811,1.7368205811624864,PhysioNet
6,5.99703126296184,10.177414042026369,6.5625,8.75,0.8109427534936485,0.2392125441258699,1.6970753687550235,PhysioNet
7,6.272652350088191,10.836016508036328,6.015625,11.328125,0.5755019164051063,0.2191365767420232,1.7275015261899502,PhysioNet
8,6.04875993815823,9.63364654527619,6.484375,9.453125,1.3981796923631964,0.2789488509941858,1.5926647186810843,PhysioNet
9,6.141507406615278,10.055663832227165,7.265625,10.234375,1.3551392978229044,0.2554828911426742,1.637328291975319,PhysioNet
10,6.15299658142977,9.583889365700127,7.265625,8.75,1.218320118448677,0.2914693238403451,1.5575970567942559,PhysioNet
11,5.840084800552129,10.120278754295018,4.0625,10.390625,0.5354667881133102,0.2336342723734593,1.7328992814176662,PhysioNet
12,5.611367941786575,10.455748959737736,4.0625,10.0,-0.3777305851111696,0.206424720990037,1.8633155173939249,PhysioNet
13,6.29790846312418,9.707920030447916,6.796875,8.359375,1.1517455718951737,0.2932541371948558,1.5414514338038097,PhysioNet
14,6.176268023599999,9.64054320678211,7.578125,8.984375,1.2330232466306563,0.2886606713157958,1.5609010441167461,PhysioNet
15,6.217060872683475,10.506745709898553,7.1875,10.390625,0.8687783946863811,0.233117358954793,1.6899859797196288,PhysioNet
16,6.189035950046874,10.564608211971835,7.890625,12.421875,0.7321590130087551,0.2285415347157508,1.706987695214765,PhysioNet
17,5.926208979659927,10.646411748118467,4.140625,11.171875,0.0859899070995134,0.2118553055987817,1.7964961722847321,PhysioNet
18,5.997976823372065,10.342286578850064,7.34375,10.390625,0.5994906525694575,0.2301861644969124,1.7242958556541448,PhysioNet
19,5.665256984315506,9.996472572945176,4.296875,8.515625,0.3081026714698737,0.2308820652163345,1.7645223509932235,PhysioNet
20,6.126984286356194,10.560793685120188,6.796875,10.703125,0.6043227325983833,0.2255396906052769,1.72365281050865,PhysioNet
21,5.815452732342004,9.978924406353723,4.453125,9.609375,0.6628921749798719,0.2401841728003034,1.7159325104401635,PhysioNet
22,5.952006342095139,9.864764354319874,5.859375,8.28125,1.1554630871017508,0.2555742003148861,1.657384718250724,PhysioNet
23,5.862852599036527,9.982960884545836,4.296875,10.0,0.7655776360095635,0.2427120674272241,1.7027480592274122,PhysioNet
24,6.661457848530114,9.416344277562242,7.421875,8.359375,0.8130376420834429,0.3629913703380248,1.4135560851203177,PhysioNet
25,6.316537890008177,10.12499312132664,7.96875,10.859375,1.463216699525404,0.2625736523765848,1.6029339644020615,PhysioNet
26,6.098918068495374,9.975625256514574,7.890625,8.828125,1.3730468842085608,0.2579508720933213,1.6356385090733967,PhysioNet
27,6.137908600890911,10.65036671219892,5.46875,11.171875,0.5186889881927678,0.2216087053515349,1.7351784467192997,PhysioNet
28,6.448599421465285,9.814887749431373,7.65625,9.296875,1.081521662659974,0.2970630862758568,1.522018520294626,PhysioNet
29,6.127890286530513,9.627594561683496,4.6875,9.296875,1.281100357970924,0.2857384285580206,1.571110792052781,PhysioNet
30,6.777885051890451,9.98235462470828,7.5,10.390625,0.9391493131947224,0.3120641270813057,1.4727831098174282,PhysioNet
31,6.603544001292586,9.420973023786225,7.96875,8.28125,0.8377479143076488,0.3549335198921618,1.4266540848281093,PhysioNet
32,6.022266392173416,10.412943986298604,6.953125,11.171875,0.5637941117919367,0.2277552788977308,1.7290739579091599,PhysioNet
33,5.723137481373533,10.441438407648162,4.765625,10.078125,-0.1061171873446672,0.2119406997615045,1.8244255780384036,PhysioNet
34,6.019837138231161,9.939683550956142,6.875,10.234375,1.2151647870837643,0.255112036214915,1.6511548938476381,PhysioNet
35,5.576525394886468,10.496869354045698,5.703125,10.625,-0.5150908288288708,0.2032378240831107,1.8823314897249568,PhysioNet
36,6.1970770138796025,10.215651517825592,7.96875,8.4375,1.2415686895025326,0.2488444594017261,1.648462895482109,PhysioNet
37,6.0422022282438,10.180731772085704,4.375,8.75,0.9108114899909724,0.2416317171126617,1.6849372774212474,PhysioNet
38,5.905399690740466,10.732628228683136,5.0,11.09375,-0.0579283483650012,0.2071582051978406,1.8174262185016294,PhysioNet
39,5.679805914378622,10.08028917728739,4.140625,8.046875,0.236425461314477,0.2272477680869506,1.7747594423550277,PhysioNet
40,5.792826985074562,10.020439121107136,4.921875,10.15625,0.558391994506524,0.2365401479186914,1.729801208792387,PhysioNet
41,6.3746827470310645,10.084910499384382,7.734375,9.0625,1.3374585082560513,0.2695252331519868,1.5820254747706957,PhysioNet
42,5.818314437248998,11.190576520816668,4.0625,11.40625,-0.8304707864035478,0.186141328260722,1.9233364991713597,PhysioNet
43,5.647862263189838,10.374748272041838,4.0625,10.3125,-0.1925768428123222,0.2115557680314922,1.8369336553512758,PhysioNet
44,6.233837717935178,9.77918386003049,7.8125,9.6875,1.2694947789449629,0.2820599061193491,1.5687260885690217,PhysioNet
45,5.999195243567681,10.063295271103016,5.625,8.046875,0.9746562824751056,0.2460569359082552,1.677440867071771,PhysioNet
46,5.933461230631893,10.289989986092973,6.796875,11.25,0.5256577039306034,0.2295405484805904,1.7342305925873767,PhysioNet
47,5.826370852409475,9.89630534859579,4.296875,9.765625,0.7991811753129993,0.2457042001381197,1.6985368077803025,PhysioNet
48,6.391049622199235,9.672863526459636,7.96875,8.4375,1.0536096378405728,0.3047095384359898,1.513501552680965,PhysioNet
49,5.766911954042717,10.508392858248854,5.234375,10.46875,-0.0906954519275546,0.2109045718422922,1.822187150071238,PhysioNet
50,6.176671128937958,10.204722214431373,7.8125,9.765625,1.2056017103974703,0.2482590162774724,1.6521394779498344,PhysioNet
51,5.802286991342561,10.281644875325147,4.609375,8.671875,0.2556885798465751,0.2232462834853692,1.771998677532862,PhysioNet
52,6.32398947855388,9.833343658843496,7.65625,9.609375,1.2067229128506676,0.2849527145525884,1.554927264219944,PhysioNet
53,5.977533446975306,10.067934739609772,4.765625,8.359375,0.9162054524201008,0.2444747907254692,1.6842958435814779,PhysioNet
54,6.208425375820253,9.051997688829276,7.96875,8.75,0.903948509232612,0.351670325183964,1.458018280139726,PhysioNet
55,6.200205579382733,9.716745030423784,7.890625,9.921875,1.2620251714041837,0.2843704766923505,1.5671649763895639,PhysioNet
56,6.373638650852606,9.529574216503203,7.109375,9.375,0.998494216689904,0.316863249961141,1.4951544539206698,PhysioNet
57,6.056020802459947,10.145114530682228,6.71875,9.375,0.9940010374163174,0.2445529661250261,1.6752113081515998,PhysioNet
58,5.877409374904767,10.442351200281768,4.21875,10.546875,0.2229613645085363,0.2190608420113687,1.7766928478503283,PhysioNet
59,6.057709156111405,10.39603872569609,7.578125,9.609375,0.6610997560450333,0.2305034654376733,1.7161666989587807,PhysioNet
60,6.138587189479174,10.069176928229256,7.34375,10.078125,1.324008761660808,0.2544147485405072,1.640308529866067,PhysioNet
61,6.416977387657151,9.7597398761577,7.96875,9.765625,1.0778468758098534,0.2991537698056934,1.5209247729203854,PhysioNet
62,5.625691780439123,10.386580947423427,4.21875,10.546875,-0.2576091834154252,0.2100447972901311,1.8462762186044763,PhysioNet
63,6.181285155933172,10.128859453861654,5.234375,9.21875,1.3414382109795149,0.2533201213020252,1.6386332612627263,PhysioNet
64,5.848003983624781,9.92118644939721,4.296875,9.140625,0.8155219894238865,0.2455082747711775,1.6965081551206023,PhysioNet
65,6.631246134739795,9.844143172016436,7.890625,9.609375,0.9692762311230544,0.3112455794249895,1.4845087894483218,PhysioNet
66,5.903604314592011,9.910956242357422,7.109375,9.765625,0.9629677927240672,0.2495413475096564,1.6787975132175426,PhysioNet
67,5.648803553051524,10.546474147187162,5.0,11.796875,-0.4042335531478014,0.2041786969498066,1.8670279552366238,PhysioNet
68,5.773823765135068,10.332699607270609,6.5625,9.21875,0.1336932893336915,0.2193523216310196,1.7895765488486284,PhysioNet
69,5.495978382922298,10.246941649741178,4.21875,10.078125,-0.3857695661127064,0.2104836311794037,1.864443586892843,PhysioNet
70,5.831844772435425,9.949752049548657,4.375,9.84375,0.7390671901030598,0.2428417962584695,1.7061071475319054,PhysioNet
71,6.537259765795218,9.76795326805205,7.65625,9.84375,0.9957883646844804,0.3095310648631448,1.4941968987006955,PhysioNet
72,6.097835728402973,9.489768947635415,7.96875,8.90625,1.2124462642043534,0.2948171250335787,1.5562519835411819,PhysioNet
73,5.912052475132975,10.33667997183996,4.453125,8.515625,0.4226196065610692,0.2260077262423213,1.748408021633378,PhysioNet
74,5.7714515870116605,10.080356781437336,4.84375,10.234375,0.4357024025861944,0.2320775127040797,1.7465895068967803,PhysioNet
75,6.537609627665649,9.33798112426338,7.96875,8.203125,0.8410599930061072,0.3570954786587905,1.4283479216543011,PhysioNet
76,5.919619031940001,10.304392512675063,6.015625,9.453125,0.4781949189073488,0.2280619522065618,1.7407188633384179,PhysioNet
77,6.049874077875215,9.229119625421848,7.8125,8.828125,1.0934249089834145,0.3145400331760099,1.5255060694855356,PhysioNet
78,6.52080943850743,9.617425971933844,7.96875,9.609375,0.944394090103947,0.3229331075402796,1.474882230899115,PhysioNet
79,6.10521051554297,10.028278215870673,7.890625,10.390625,1.300684828756604,0.2549025600339417,1.6425769742648757,PhysioNet
80,6.037129635530837,10.427232952205555,7.34375,10.46875,0.5778716926440635,0.2277850719826451,1.7271838740777183,PhysioNet
81,6.029664612721296,9.844787879702093,7.65625,9.765625,1.404373282414383,0.2621147286785776,1.6327256177618414,PhysioNet
82,6.175044944855904,9.821249645438176,6.484375,9.6875,1.3851617701086394,0.274257778187908,1.5904741962436608,PhysioNet
83,6.274455597752376,10.406215285453642,7.421875,8.984375,1.144924659900342,0.242027628803445,1.6585048891223866,PhysioNet
84,5.925317549880158,9.960933052029782,7.96875,8.75,0.9434387690644046,0.2477936759503815,1.6810800380194384,PhysioNet
85,6.149028020622705,10.400331843667862,6.40625,10.390625,0.8573148340454871,0.2352219558101853,1.6913781834766517,PhysioNet
86,5.665898976612761,10.442072712385734,4.0625,10.9375,-0.234528839613574,0.209372618192282,1.8429683895684827,PhysioNet
87,6.479712006458223,9.58123941606092,7.890625,9.6875,0.9539728698532032,0.3224217838294387,1.4786520460340604,PhysioNet
88,5.762540777029251,10.41881357846584,4.84375,10.0,0.0067060771390182,0.2147640489817247,1.8080242694329405,PhysioNet
89,5.9459034701457245,9.553114725335428,4.296875,8.90625,1.4886912516910515,0.2772224661256802,1.606671681318314,PhysioNet
90,5.883351514540733,10.38539297149802,4.765625,10.234375,0.3032150381271613,0.2221214552466275,1.7652171463545,PhysioNet
91,5.937528949622387,10.235118772867455,5.078125,10.234375,0.6032080293190886,0.2326885629222077,1.7238010727540762,PhysioNet
92,6.601869381448357,9.691893977197878,7.890625,10.078125,0.927556570799636,0.3236220195061063,1.4680529736672272,PhysioNet
93,5.68401249385293,10.20219420632286,4.140625,10.3125,0.0970314221211164,0.2213279729852509,1.794892994580183,PhysioNet
94,6.009527850499422,10.396634988127705,4.296875,11.25,0.5567293070010779,0.2279406380170171,1.7300252610134241,PhysioNet
95,5.548427140449029,11.1782789309214,4.140625,11.484375,-1.46583205705782,0.1776245693878373,2.014675267055368,PhysioNet
96,6.001797993040494,10.277798331520463,4.296875,10.078125,0.6896449022132762,0.2338634052483446,1.7124532254231635,PhysioNet
97,5.692339427592647,10.6147920919665,5.0,10.625,-0.3879579684526105,0.203150760034216,1.8647503767103382,PhysioNet
98,5.889103570396859,10.121375596873,4.0625,10.15625,0.6420679963122932,0.2362797083325988,1.7186615035522177,PhysioNet
99,6.132670045256859,9.554279687632594,5.703125,8.828125,1.219790417346116,0.2922601069436043,1.5579314747288715,PhysioNet
100,5.752087380520801,10.55381301140894,4.21875,10.78125,-0.1776456011913906,0.2082584630757083,1.834779674444616,PhysioNet
101,5.841262410924322,10.484251381892976,4.0625,12.96875,0.0972550317350346,0.2153784999819572,1.7948605360179235,PhysioNet
102,6.213081806024792,9.603291282240487,5.0,8.671875,1.1682955983566758,0.2949670240188948,1.5456566615505092,PhysioNet
103,5.885360742355879,9.8375706904328,4.53125,8.984375,1.0263042186075142,0.2530229955234496,1.6715323191038365,PhysioNet
104,6.074353563167389,9.817053652257998,4.0625,8.984375,1.558257389418466,0.2671867839250184,1.6161478830907943,PhysioNet
105,6.072186531269125,9.894313166274674,5.703125,9.84375,1.4403465913846891,0.2616344500052254,1.62944815929538,PhysioNet
106,6.232333465007271,10.08094025506303,6.25,10.390625,1.5690012849158257,0.2598342866784559,1.617522603959586,PhysioNet
107,6.40329509681379,9.953377760739508,7.265625,10.078125,1.2045257554468003,0.2816835816702335,1.5544149707690655,PhysioNet
108,6.034275063292196,10.50481078347019,4.0625,10.46875,0.4771893641338177,0.2236868381313784,1.7408571325117794,PhysioNet
109,5.874707436902469,10.58764556852083,4.609375,11.5625,0.0464538144863951,0.2121818644915274,1.8022421852046018,PhysioNet
